-5.000000  0.0384615
-4.990000  0.0357911
-4.980000  0.0331642
-4.969999  0.0305807
-4.959999  0.0280404
-4.949999  0.025543
-4.939999  0.0230883
-4.929998  0.0206761
-4.919998  0.0183061
-4.909998  0.0159782
-4.899998  0.013692
-4.889997  0.0114474
-4.879997  0.00924411
-4.869997  0.00708195
-4.859997  0.00496068
-4.849997  0.00288007
-4.839996  0.000839905
-4.829996  -0.00116005
-4.819996  -0.00312001
-4.809996  -0.0050402
-4.799995  -0.00692085
-4.789995  -0.00876217
-4.779995  -0.0105644
-4.769995  -0.0123277
-4.759995  -0.0140524
-4.749994  -0.0157386
-4.739994  -0.0173866
-4.729994  -0.0189966
-4.719994  -0.0205689
-4.709993  -0.0221035
-4.699993  -0.0236008
-4.689993  -0.025061
-4.679993  -0.0264842
-4.669992  -0.0278708
-4.659992  -0.0292209
-4.649992  -0.0305347
-4.639992  -0.0318124
-4.629992  -0.0330543
-4.619991  -0.0342606
-4.609991  -0.0354315
-4.599991  -0.0365672
-4.589991  -0.0376679
-4.579990  -0.0387338
-4.569990  -0.0397651
-4.559990  -0.0407621
-4.549990  -0.041725
-4.539989  -0.0426539
-4.529989  -0.0435491
-4.519989  -0.0444108
-4.509989  -0.0452392
-4.499989  -0.0460345
-4.489988  -0.046797
-4.479988  -0.0475267
-4.469988  -0.048224
-4.459988  -0.048889
-4.449987  -0.0495219
-4.439987  -0.050123
-4.429987  -0.0506925
-4.419987  -0.0512305
-4.409986  -0.0517372
-4.399986  -0.0522129
-4.389986  -0.0526578
-4.379986  -0.0530721
-4.369986  -0.0534559
-4.359985  -0.0538095
-4.349985  -0.0541331
-4.339985  -0.0544269
-4.329985  -0.0546911
-4.319984  -0.0549258
-4.309984  -0.0551313
-4.299984  -0.0553078
-4.289984  -0.0554554
-4.279984  -0.0555744
-4.269983  -0.055665
-4.259983  -0.0557274
-4.249983  -0.0557618
-4.239983  -0.0557683
-4.229982  -0.0557471
-4.219982  -0.0556985
-4.209982  -0.0556227
-4.199982  -0.0555198
-4.189981  -0.05539
-4.179981  -0.0552336
-4.169981  -0.0550507
-4.159981  -0.0548415
-4.149981  -0.0546062
-4.139980  -0.0543451
-4.129980  -0.0540582
-4.119980  -0.0537458
-4.109980  -0.0534081
-4.099979  -0.0530452
-4.089979  -0.0526574
-4.079979  -0.0522448
-4.069979  -0.0518077
-4.059978  -0.0513462
-4.049978  -0.0508604
-4.039978  -0.0503507
-4.029978  -0.0498172
-4.019978  -0.04926
-4.009977  -0.0486794
-3.999977  -0.0480755
-3.989977  -0.0474486
-3.979977  -0.0467987
-3.969977  -0.0461262
-3.959977  -0.0454311
-3.949977  -0.0447137
-3.939977  -0.0439742
-3.929977  -0.0432126
-3.919977  -0.0424293
-3.909977  -0.0416243
-3.899977  -0.0407979
-3.889977  -0.0399503
-3.879977  -0.0390816
-3.869977  -0.0381919
-3.859977  -0.0372816
-3.849977  -0.0363508
-3.839978  -0.0353995
-3.829978  -0.0344281
-3.819978  -0.0334367
-3.809978  -0.0324255
-3.799978  -0.0313946
-3.789978  -0.0303442
-3.779978  -0.0292746
-3.769978  -0.0281858
-3.759978  -0.027078
-3.749978  -0.0259515
-3.739978  -0.0248063
